INC_IR_NO,INC_DATE,INC_YEAR,INC_TIME,INC_DAY_WEEK,INC_LOC_COUNTY,HUNDRED_BLOCK,INC_CITY,INC_STATE,INC_ZIPCODE,INC_PRECINCT,CIT_NUMBER,CIT_GENDER,CIT_AGE,SUBJ_AGE_GROUP,CIT_RACE,CIT_ETHNICITY,SIMPLE_SUBJ_RE_GRP,CITIZEN_CHARGE,PGP_COUNT
"202100000484740","03/28/2021","2021","10:45","Sunday","811 Beat","9XXX West Camelback Road","Phoenix","AZ","85037","Maryvale/Estrella Precinct","26287","Female","47","40s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000485416","03/28/2021","2021","13:04","Sunday","231 Beat","1XXXX North Cave Creek Road","Phoenix","AZ","85022","Black Mountain Precinct","26457","Female","47","40s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000484006","03/28/2021","2021","06:50","Sunday","825 Beat","1XXX North Black Canyon Highway","Phoenix","AZ","85009","Maryvale/Estrella Precinct","26261","Female","34","30s","White","Hispanic","Hispanic","Traffic Civil","1"
"202100000484006","03/28/2021","2021","06:50","Sunday","825 Beat","1XXX North Black Canyon Highway","Phoenix","AZ","85009","Maryvale/Estrella Precinct","26262","Male","22","20s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100000484006","03/28/2021","2021","06:50","Sunday","825 Beat","1XXX North Black Canyon Highway","Phoenix","AZ","85009","Maryvale/Estrella Precinct","26263","Male","21","20s","White","Hispanic","Hispanic","Traffic Civil","1"
"202100000485416","03/28/2021","2021","13:04","Sunday","231 Beat","1XXXX North Cave Creek Road","Phoenix","AZ","85022","Black Mountain Precinct","26458","Male","57","50s","White","Non-Hispanic","White","None","1"
"202100000484306","03/28/2021","2021","08:50","Sunday","512 Beat","Not Available","Phoenix","AZ","85003","Central City Precinct","26290","Male","27","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000485990","03/28/2021","2021","14:48","Sunday","811 Beat","1XXXX West Camelback Road","Phoenix","AZ","85037","Maryvale/Estrella Precinct","26265","Female","57","50s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000485636","03/28/2021","2021","13:49","Sunday","732 Beat","Not Available","Phoenix","AZ","85013","Mountain View Precinct","26329","Male","23","20s","Black","Hispanic","Hispanic","None","1"
"202100000485990","03/28/2021","2021","14:48","Sunday","811 Beat","1XXXX West Camelback Road","Phoenix","AZ","85037","Maryvale/Estrella Precinct","26266","Male","60","60s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000487905","03/28/2021","2021","21:30","Sunday","731 Beat","3XXX North Black Canyon Highway","Phoenix","AZ","85015","Mountain View Precinct","26304","Male","18","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000490134","03/29/2021","2021","10:35","Monday","726 Beat","3XXX East Polk Street","Phoenix","AZ","85008","Mountain View Precinct","26305","Male","25","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000492660","03/29/2021","2021","20:05","Monday","911 Beat","2XXX West Campbell Avenue","Phoenix","AZ","85017","Cactus Park Precinct","26366","Male","26","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000492875","03/29/2021","2021","19:54","Monday","821 Beat","1XXX North 61st Drive","Phoenix","AZ","85035","Maryvale/Estrella Precinct","32964","Male","37","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000488607","03/29/2021","2021","01:41","Monday","811 Beat","4XXX North 83rd Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26485","Female","24","20s","White","Hispanic","Hispanic","None","1"
"202100000493340","03/29/2021","2021","21:45","Monday","434 Beat","5XXX East Chandler Boulevard","Phoenix","AZ","85048","South Mountain Precinct","26338","Male","16","<20","White","Non-Hispanic","White","Criminal Felony","1"
"202100000488524","03/29/2021","2021","01:30","Monday","513 Beat","Not Available","Phoenix","AZ","85006","Central City Precinct","26286","Male","31","30s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000491824","03/29/2021","2021","17:13","Monday","231 Beat","1XXXX North 8th Place","Phoenix","AZ","85022","Black Mountain Precinct","26336","Male","31","30s","White","Non-Hispanic","White","None","1"
"202100000489927","03/29/2021","2021","09:34","Monday","824 Beat","4XXX West Flower Street","Phoenix","AZ","85019","Maryvale/Estrella Precinct","26291","Male","36","30s","White","Hispanic","Hispanic","None","1"
"202100000488607","03/29/2021","2021","01:41","Monday","811 Beat","4XXX North 83rd Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26482","Male","24","20s","White","Hispanic","Hispanic","None","1"
"202100000488607","03/29/2021","2021","01:41","Monday","811 Beat","4XXX North 83rd Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26490","Female","21","20s","White","Hispanic","Hispanic","None","1"
"202100000492875","03/29/2021","2021","19:54","Monday","821 Beat","1XXX North 61st Drive","Phoenix","AZ","85035","Maryvale/Estrella Precinct","32965","Male","62","60s","White","Hispanic","Hispanic","None","1"
"202100000488607","03/29/2021","2021","01:41","Monday","811 Beat","4XXX North 83rd Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26275","Female","29","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000488607","03/29/2021","2021","01:41","Monday","811 Beat","4XXX North 83rd Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26483","Male","Not Available","Not Available","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000493187","03/29/2021","2021","22:13","Monday","214 Beat","2XXXX North Nobel Road","Phoenix","AZ","85085","Black Mountain Precinct","26403","Male","43","40s","White","Non-Hispanic","White","None","1"
"202100000488607","03/29/2021","2021","01:41","Monday","811 Beat","4XXX North 83rd Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26484","Female","21","20s","White","Non-Hispanic","White","None","1"
"202100000499214","03/30/2021","2021","21:35","Tuesday","831 Beat","1XXXX West Zak Road","Tolleson","AZ","85353","Maryvale/Estrella Precinct","26525","Male","22","20s","White","Hispanic","Hispanic","None","1"
"202100000489302","03/30/2021","2021","04:35","Tuesday","423 Beat","2XXX East Mobile Lane","Phoenix","AZ","85040","South Mountain Precinct","27088","Male","19","<20","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000483704","03/30/2021","2021","12:18","Tuesday","925 Beat","3XXX West Sierra Street","Phoenix","AZ","85029","Cactus Park Precinct","26445","Female","32","30s","White","Non-Hispanic","White","None","1"
"202100000483704","03/30/2021","2021","12:18","Tuesday","925 Beat","3XXX West Sierra Street","Phoenix","AZ","85029","Cactus Park Precinct","26444","Male","19","<20","White","Non-Hispanic","White","Criminal Felony","1"
"202100000430276","03/30/2021","2021","20:07","Tuesday","825 Beat","3XXX West Osborn Road","Phoenix","AZ","85017","Maryvale/Estrella Precinct","26422","Female","26","20s","White","Hispanic","Hispanic","None","1"
"202100000483704","03/30/2021","2021","12:18","Tuesday","925 Beat","3XXX West Sierra Street","Phoenix","AZ","85029","Cactus Park Precinct","26446","Male","18","<20","White","Non-Hispanic","White","Criminal Felony","1"
"202100000430276","03/30/2021","2021","20:07","Tuesday","825 Beat","3XXX West Osborn Road","Phoenix","AZ","85017","Maryvale/Estrella Precinct","26410","Male","24","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000430276","03/30/2021","2021","20:07","Tuesday","825 Beat","3XXX West Osborn Road","Phoenix","AZ","85017","Maryvale/Estrella Precinct","26427","Female","5","<20","White","Hispanic","Hispanic","None","1"
"202100000430276","03/30/2021","2021","20:07","Tuesday","825 Beat","3XXX West Osborn Road","Phoenix","AZ","85017","Maryvale/Estrella Precinct","26426","Female","1","<20","White","Hispanic","Hispanic","None","1"
"202100000489302","03/30/2021","2021","04:35","Tuesday","423 Beat","2XXX East Mobile Lane","Phoenix","AZ","85040","South Mountain Precinct","27087","Male","19","<20","Black","Non-Hispanic","Black or African American","None","1"
"202100000489302","03/30/2021","2021","04:35","Tuesday","423 Beat","2XXX East Mobile Lane","Phoenix","AZ","85040","South Mountain Precinct","27089","Female","18","<20","White","Non-Hispanic","White","None","1"
"202100000499381","03/30/2021","2021","22:45","Tuesday","915 Beat","6XXX North 27th Avenue","Phoenix","AZ","85017","Cactus Park Precinct","26377","Male","45","40s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000499055","03/31/2021","2021","12:56","Wednesday","814 Beat","3XXX North 69th Avenue","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26390","Male","14","<20","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000502851","03/31/2021","2021","14:15","Wednesday","933 Beat","4XXX West Marco Polo Road","Glendale","AZ","85308","Cactus Park Precinct","26384","Male","44","40s","White","Non-Hispanic","White","None","1"
"202100000499877","03/31/2021","2021","03:14","Wednesday","432 Beat","8XXX South 48th Street","Phoenix","AZ","85044","South Mountain Precinct","26350","Male","34","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000504022","03/31/2021","2021","17:58","Wednesday","812 Beat","2XXX North Rascon Loop","Phoenix","AZ","85037","Maryvale/Estrella Precinct","31567","Male","31","30s","Black","Non-Hispanic","Black or African American","None","1"
"202100000500494","03/31/2021","2021","07:11","Wednesday","721 Beat","2XXX East Yale Street","Phoenix","AZ","85006","Mountain View Precinct","26347","Male","41","40s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000504271","03/31/2021","2021","18:46","Wednesday","511 Beat","Not Available","Phoenix","AZ","85007","Central City Precinct","26379","Male","14","<20","White","Hispanic","Hispanic","None","1"
"202100000501463","03/31/2021","2021","12:50","Wednesday","516 Beat","Not Available","Phoenix","AZ","85034","Central City Precinct","33393","Male","32","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000500886","03/31/2021","2021","16:10","Wednesday","823 Beat","5XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26332","Male","28","20s","White","Hispanic","Hispanic","None","1"
"202100000500831","03/31/2021","2021","09:30","Wednesday","815 Beat","6XXX West Cambridge Avenue","Phoenix","AZ","85035","Maryvale/Estrella Precinct","26380","Male","26","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000503984","03/31/2021","2021","17:33","Wednesday","734 Beat","3XXX North 18th Avenue","Phoenix","AZ","85015","Mountain View Precinct","26346","Male","31","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000505298","03/31/2021","2021","22:03","Wednesday","732 Beat","Not Available","Phoenix","AZ","85012","Mountain View Precinct","26348","Male","54","50s","Black","Non-Hispanic","Black or African American","None","1"
"202100000499748","03/31/2021","2021","00:47","Wednesday","511 Beat","Not Available","Phoenix","AZ","85007","Central City Precinct","26339","Male","Not Available","Not Available","White","Unknown","White","None","1"
"202100000500886","03/31/2021","2021","16:10","Wednesday","823 Beat","5XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26331","Male","26","20s","White","Hispanic","Hispanic","None","1"
"202100000500989","03/31/2021","2021","09:00","Wednesday","411 Beat","4XXX West Van Buren Street","Phoenix","AZ","85009","South Mountain Precinct","26545","Male","52","50s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000499608","03/31/2021","2021","00:13","Wednesday","Out of City Beat","Not Available","Scottsdale","AZ","Not Available","Out of City","26451","Female","29","20s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000500886","03/31/2021","2021","16:10","Wednesday","823 Beat","5XXX West Indian School Road","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26333","Female","28","20s","White","Hispanic","Hispanic","None","1"
"202100000508026","04/01/2021","2021","12:32","Thursday","822 Beat","6XXX West Indian School Road","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26473","Male","42","40s","Black","Non-Hispanic","Black or African American","Criminal Misdemeanor","1"
"202100000381670","04/01/2021","2021","15:38","Thursday","811 Beat","9XXX West Indian School Road","Phoenix","AZ","85037","Maryvale/Estrella Precinct","26495","Male","37","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000232074","04/01/2021","2021","02:30","Thursday","915 Beat","4XXX West Lamar Road","Phoenix","AZ","85017","Cactus Park Precinct","26439","Male","24","20s","Black","Non-Hispanic","Black or African American","None","1"
"202100000510104","04/01/2021","2021","19:50","Thursday","Out of City Beat","8XXX East Shea Boulevard","Scottsdale","AZ","85260","Out of City","26407","Male","47","40s","White","Non-Hispanic","White","None","1"
"202100000509091","04/01/2021","2021","15:46","Thursday","923 Beat","3XXX West Dunlap Avenue","Phoenix","AZ","85051","Cactus Park Precinct","26383","Male","33","30s","White","Hispanic","Hispanic","Criminal Misdemeanor","1"
"202100000493150","04/01/2021","2021","20:40","Thursday","823 Beat","4XXX North 51st Avenue","Phoenix","AZ","85031","Maryvale/Estrella Precinct","26386","Male","28","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000509889","04/01/2021","2021","20:33","Thursday","732 Beat","1XXX West Weldon Avenue","Phoenix","AZ","85013","Mountain View Precinct","26360","Male","22","20s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000497815","04/01/2021","2021","10:07","Thursday","831 Beat","3XXX South 75th Avenue","Phoenix","AZ","85043","Maryvale/Estrella Precinct","26382","Male","22","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000467100","04/01/2021","2021","02:09","Thursday","825 Beat","1XXX North 38th Lane","Phoenix","AZ","85009","Maryvale/Estrella Precinct","26351","Male","30","30s","Black","Non-Hispanic","Black or African American","Criminal Felony","1"
"202100000497815","04/01/2021","2021","10:07","Thursday","831 Beat","3XXX South 75th Avenue","Phoenix","AZ","85043","Maryvale/Estrella Precinct","24018","Male","28","20s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000510877","04/01/2021","2021","22:12","Thursday","821 Beat","5XXX West Virginia Avenue","Phoenix","AZ","85035","Maryvale/Estrella Precinct","26355","Male","32","30s","White","Non-Hispanic","White","Criminal Felony","1"
"202100000305290","04/02/2021","2021","18:45","Friday","Out of City Beat","5XXX West Camelback Road","Glendale","AZ","85301","Out of City","26500","Male","Not Available","Not Available","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000507562","04/02/2021","2021","06:38","Friday","Out of City Beat","7XX North Dobson Road","Chandler","AZ","85224","Out of City","26460","Female","53","50s","White","Hispanic","Hispanic","Criminal Felony","1"
"202100000513331","04/02/2021","2021","11:20","Friday","813 Beat","7XXX West Indian School Road","Phoenix","AZ","85033","Maryvale/Estrella Precinct","26358","Female","44","40s","Black","Non-Hispanic","Black or African American","None","1"
"202100000239257","04/02/2021","2021","13:30","Friday","923 Beat","8XXX North 32nd Avenue","Phoenix","AZ","85051","Cactus Park Precinct","26401","Female","35","30s","White","Non-Hispanic","White","Criminal Felony","1"
